7RE8_1OF2,0.3155696928898921,1
7RE8_1SYS,0.5482291707988027,1
7RE8_1S9W,0.22398273500534338,1
7RE8_1QEW,0.5234573020950455,1
7RE8_1B0G,0.48615253750789633,1
7RE8_1UXS,0.3629329811682711,1
7RE8_4HWZ,0.820838777771737,1
7RE8_5VUE,0.3088765687404371,1
7RE8_5NMH,0.13124530394808143,1
7RE8_1XR8,0.8065873188343045,1
7RE8_7L1C,1.2225522449583435,1
7RE8_4U1H,0.41094640351229095,1
7RE8_7M8U,0.12649061544965412,1
7RE8_1A1M,0.2912217942042614,1
7RE8_3MRF,0.14593758284670066,1
7RE8_1X7Q,0.12986353621352342,1
7RE8_6MT6,0.0494138440811569,1
7RE8_3KPQ,0.3569270483526139,1
7RE8_4U1S,0.752844719429588,1
7RE8_6UJO,0.2921972773902466,1
7RE8_7KGS,0.39984194237434423,1
7RE8_7KGQ,0.3105094140523681,1
7RE8_6MT3,0.09603361063196192,1
7RE8_5IB2,0.09823830421771862,1
7RE8_4I4W,0.13191597949636913,1
7RE8_7F4W,0.21997513510553324,1
7RE8_6J1V,0.2808627502012524,1
7RE8_6J2A,0.35560524837481666,1
7RE8_5SWQ,0.47155631334390935,1
7RE8_5INC,0.33009806594676094,1
7RE8_5EU3,0.9582659223731254,1
7RE8_2X4U,0.14480181815606663,1
7RE8_5ENW,0.11542291017654671,1
